 id;title;score
 135263;Half-Assed Startup: How do I start my company and keep my day job?;4
 135081;Ask YC: Best forums for coding questions, by language?;2
 135226;Microsoft: maybe this dynamic typing thing really is kind of handy, after all;2
 135249;Ask HN: Giving raises after a series A round;15
 135530;A Heart Device Is Found Vulnerable to Hacker Attacks;2
 135018;Lamport's Bakery Algorithm;2
 135025;The Search for the Killer iPhone App;1
 135050;Alphabetical order is obsolete;5
 135067;How Did A-Rod Get So Good?;2
 135130;A Few Questions About The iPhone SDK;1
 135138;Run with  the ball today;3
 135216;IPhone SDK Downloads Top 100,000;12
 142317;Virtual and real blur in Eve Online;3
 134992;Java on the iPhone?;1
 135015;Google Demokratische Republic: Guilty until proven innocent;3
 135031;Yahoo to join Google’s OpenSocial?;1
 135053;Firefox 3 Memory Usage;15
 135102;Universe turns out to be modeled on Dungeons & Dragons;1
 135223;Help me with red5;1
 135229;Why is D/Tango so fast at parsing XML?;4
 135244;What I learned at SXSW ;3
 135005;A complete and detailed HTML reference;2
 135006;Puppet - Admin’s Best Friend;2
 135059;A distant dream comes true with Django;3
 135063;Tech’s Late Adopters Prefer the Tried and True ;2
 135064;Game developers enthused about iPhone, Touch;1
 135065;9 Essential Rails Tips;27
 135095;RadRails makes a comeback;8
 135203;SNAP Summit 2.0 focuses on the business and design of social applications;1
 135268;E-mail inventor: I didn't foresee spam;3
 135068;Never Write an Insecure ASP.NET Application Ever Again;1
 135069;9 Ways To Jumpstart Your Writing Goal (Surprisingly applicable to programming.);19
 135101;Classic math puzzles for job interviews;32
 135118;Bjarne Stroustrup comments on C++;3
 135140;Ask YC: euro vs dollar vs export?;4
 135142;Hulu.com Goes Live;1
 135153;YouTube lets developers build their own YouTubes;2
 135356;What open source projects are you contributing to?;19
 135113;Google sets the stage for its own platform push;2
 135149;Crackers can attack heart devices;3
 135204;The market is cheap again;1
 135275;Google could be superseded, says web inventor Tim Berners-Lee;21
 135312;MS paper touts Unix in Hotmail's Win2k switch;5
 135313;Neglecting Conceptual Research;1
 135422;Integrating Scribd with your Rails application;4
 135491;Ways to generate brilliant ideas;1
 135610;Useless has a name:  Alltop;2
 135611;Ruby on Rails might be the Mac’s killer development platform;1
 135037;Implementing mutual exclusion for Ajax in JavaScript;1
 135089;Quick - is 91 prime?;73
 135127;GNOME 2.22 Release Notes;1
 135166;Why I No Longer Like or Use C++;22
 135169;XMLBuilder: A Ruby DSL Case Study;3
 135103;What are worthwhile problems: Feynman's moving letter;75
 135111;The Humble Programmer;2
 135200;A Heart Device Is Found Vulnerable to Hacker Attacks;1
 135319;The World Writes;1
 135349;Getting hired;40
 135440;Ask YC:  Instead of voting in social news, why not have submitters compete via a game/puzzle?;2
 135441;Foolish? Stupid? Lunatic? Where are you on the Software Process Immaturity Model? [pdf];2
 135529;NSA shifts to e-mail, Web, data-mining dragnet;2
 135167;The British are coming!;1
 135182;Google announces layoffs?;10
 135185;Ask YC: What would you put on a hacker's bookshelf?;48
 135193;The Early History of Programming Languages;2
 135195;Web Mashups Made Easy;3
 135196;Microsoft's chairman Advises Congress On US Competitiveness;1
 135256;InkomHolic;2
 135248;GameStylus | The Most Fun and Free Online Games;5
 135283;Bob Ippolito: Exploring Erlang [VIDEO];3
 135299;Programming Language Inventor or Serial Killer?;4
 135301;TED | Nicholas Negroponte: From 1984, 4 predictions about the future (3 of them correct) (video);3
 135459;How to Get a Life;4
 135510;"Do you have" vs. "Do you want";5
 135551;Melodyne -  change individual notes within chords - like Photoshop for music (amazing video);3
 135566;Snaptalent Launches (YC Winter 08);77
 135191;Apple claims 100,000+ iPhone SDK downloads in four days;2
 135314;Digg Hates Me;1
 135387;(SearchMe?) Coverflow results, Django backend, Yahoo API, 45 minutes.;26
 135578;Matrix: Simulating the world Part I;1
 135605;Ask YC: How many forums do you use?;6
 135528;TED: Neuroanatomist explains her own stroke.;4
 135549;Relativistic Asteroids: prepare to be blown away;4
 135592;Rootless Root: The Unix Koans of Master Foo;4
 135269;Ask YC: Can we have a report spam button?;9
 135448;Scan, deposit checks from home ;1
 135350;Alienware Area-51 m15x plagued by overheating & cracking;2
 135418;The Functional Neuroanatomy of Science Journalism;3
 135455;Ask YC: What popular web sites were coded in a flash?;2
 135494;Ask Hackers: How to become the best JavaScript programmer? (q by 12yr old);38
 135340;Tight US immigration forces outsourcing: Bill Gates;2
 135466;DHH: All code will eventually go stale.;21
 135516;Hacking implanted defibrillators: shockingly easy;1
 135699;A small Rails site and why you should build one;2
 135700;Using Clickpass for OpenID Site Login;2
 135701;The Tools Google Uses Internally;2
 135778;Rivals4Ever: il sito ideale per le sfide testa a testa;1
 135781;A De(Sign)ed Gift for Those That Have it All...;2
 135782;Amgen's billion-dollar tightrope walk;1
 135784;Fewer new American millionaires;1
 135870;Animation of the evolution of a website design (gif) ;3
 135886;Zimbra Collaboration Suite Open Source Edition On CentOS;1
 135959;Make Your Meetings Quick And Easy To Schedule;1
 136094;Expensive Hypervisors - a bad idea even if you can afford them;1
 135548;Download files as the other party uploads them;1
 135560;Geosign, Google and the Decline of the Search Arbitrage Business Model;7
 135381;Intel's Solid State Drives;1
 135469;For anyone working on neat side hardware projects;1
 135470;YouTube's new APIs open the site to external apps;1
 135492;The bowel movement: What is your poo telling you about your health?;1
 135495;My personalized news site based on the book Programming Collective Intelligence;40
 135507;Air Force Cyber Command General Answers Slashdot Questions;1
 135542;A take on the freemium business model, or is it just free-to-me?;1
 135523;The Power Of Change;1
 135524;Bringing Second Life To Life: Researchers Create Character With Reasoning Abilities of a Child;1
 135537;List of open problems in computer science;3
 135769;7 Confessions Of A Verizon DSL Tech Support Rep;1
 135817;Great Time to be a Nerd;1
 135945;How to Be Original;10
 135956;5 rules to get customer support right;4
 136028;Start-up tips for those early days;13
 135490;Crgslst: The Endangered, Sexy Craigslist Search Tool;3
 135519;50 Weird Science Tidbits & Oddities (awesome);1
 135554; On the Process of Becoming a Great Scientist;4
 135582;SEO poisoning attacks growing;2
 135622;John Carmack on id Tech 6, Ray Tracing, Consoles, Physics and more;4
 135614;Open Source Software Integration;3
 135626;The Future is Web Services, Not Web Sites;1
 135714;The Most Meta Internet Video Ever;1
 135793;CFOs See Recession Through 2009;4
 135534;MySQL co-founder, David Axmark, on Sun's billion dollar acquisition;1
 135794;Guess Who's Getting the Most Work Visas;4
 135795;WeGame’s 19 Year Old Founder Raises $3 million Financing;7
 135808;12 Future Apps For Your iPhone;3
 135596;10 Ways to Improve Your Programming Productivity;62
 135725;Ask PG: Can I change my handle and keep Karma?;2
 135584;A Mathematician’s Lament [pdf];4
 135790;Less precise processors may increase battery life;14
 135824;Mind mapping in your browser (SVG and VML so no plugins);2
 135891;Business Planning for Startups and Old Hands;1
 135892;AOL Buying Bebo, Falco Email;1
 135893;Using the iPhone SDK on a PowerPC Mac;1
 135895;W3C CSSOM View Module;1
 135932;Apple - google - you;49
 136092;Carlyle Fund's Assets Seized;8
 135572;Community Plumbing with Drupal;1
 135573;Pirate Bay to Hollywood: Open your Own Torrent Site (text summary + 3 part video interview);2
 135666;Get that job at Google;90
 135670;Brain fitness seen as hot industry of the future;1
 135709;The 20 most useful Microsoft sites for IT professionals;2
 135710;Former Microsoft Genius Masters the Culinary Art of Sous-Vide;2
 135749;The easiest (& cutest:-) Ruby, heck even programming book ever written!;2
 135767;Thieves finding new ways to steal gas from your car;1
 135902;Common characteristics of failed open-sourced projects;4
 135913;Would You do it Again for Free?;2
 135916;March Madness: Get Your Startup Out of Pre-Revenue!;2
 135975;Microsoft's OOXML could pose patent threat to GPL-licensed software;1
 135982;AOL Buys Bebo For $850 Million;1
 136072;Crazedlist.org : search craigslist like a madman;8
 135786;Java Tip: Using Generics With Wildcards and Extends;1
 135814;Dan Ariely: Applying behavioral economics to Open Source;2
 135823;Prom Dresses;2
 135825;The media is the revolution - Tools and Transformations;1
 135829;Ask YC: Good resources for dev/staging/production config;11
 135922;Microsoft's top visionary sees a parallel world;1
 136087;How to Recruit a Developer Entrepreneur for Your Startup;7
 135598;Building the Atari ST;17
 135737;Ask YC: What are the command line tools you can't live without?;3
 135863;Most used CSS tricks;2
 135887;The Algorithm Design Manual (e-book);2
 135920;Why we're powerless to resist grazing on endless web data;1
 135948;Video Road Hogs Stir Fear of Internet Traffic Jam;1
 135970;Anonymous Commenting to be Outlawed;3
 136045;Should you hire a convicted Hacker?;3
 135677;Ideas For Start-Ups;2
 135862;20 Free Ebooks and Whitepapers for Better Web Design;1
 135963;Busy Twitter a poster child for new communications;3
 135977;Heavy Internet traffic ahead. Delays possible.;8
 136197;Neo-Victorian Computing;5
 136213;Spam Plants;2
 136308;The Lost Features of Google;4
 136365;SALT - Semantically Annotated LaTeX;2
 136376;The tech world rejoices: A Congressman who can code;7
 136772;Microsoft rapt on Web ad analysis company (Rapt);1
 135763;Designing for the Mobile Web;2
 135865;Creating a minimalist workspace;12
 135866;High Performance Ajax with GWT;4
 135888;GoDaddy Uses ICANN Domain Verification for (Dirty) Marketing Purposes;17
 135912;GumGum launch, or how to avoid a disastrous launch;1
 135923;Big storage is watching you;1
 135702;Fashion for Geeks: Why bother?;27
 135707;Technology Review: Offline Web Applications;10
 135787;10 accidental inventions;3
 136067;Ask YC: What do I, a graduating CS student, need to know to go into the real world as a programmer?;19
 136353;Apple's design process;48
 136358;What makes Mathematics hard to learn?;2
 135668;TiVo to bring YouTube videos to TV screens;1
 135671;Myanmar's nutty scheme to solve energy crisis;1
 135672;Hacking attacks can turn off heart monitors;2
 135880;Using Expression Blend to build a Silverlight 2 app;2
 135898;AOL acquires Bebo for 850 million;54
 135985;Gibson: Activision's "Guitar Hero" violates patent;1
 135631;Hedge funds on the brink as US Federal Reserve cash fails to ease crisis;15
 135632;Language Learning;3
 135723;Is social networking a waste of time?;9
 135770;Joseph Weizenbaum, Famed Programmer, Is Dead at 85;2
 135820;A free intro to economics;3
 135974;Seven Fantastic--and Free--Apps for Your Windows Mobile Smartphone;2
 135978;Prism Update Makes Creating Desktop Apps as Simple as Installing a Firefox Add-on;2
 135629;10 Emerging Technologies 2008;11
 135683;Ask YC: Have you used trialpay.com as a developer or consumer?;1
 135717;Revenge of the Experts;1
 135719;Jim Buckmaster: The reluctant CEO;4
 135720;Why Spitzer resigning may have been a bad thing;1
 135751;Internet wiretapping | Bugging the cloud;2
 135694;CeBIT Australia sponsoring the Australian Startups Carnival 2008;1
 135726;The 50 Best Robots Ever;1
 135859;Class inheritence is NOT about code reuse;1
 135708;User Interfaces Rapidly Adjusting to Information Overload;7
 135740;How not to kill a kid's entrepreneurial spirit?;2
 135796;What CFO Made $5B Less than His Boss?;2
 135797;VMware Beefs Up Its Bench;2
 135798;Life Expectancy Tied to Education;4
 135800;Preloading .flv and .mp3 files with Flash;2
 136004;Ask YC: Europeans, how do you protect against falling dollar in Adsense?;14
 136118;Federal Reserve sends out new $5 bills;2
 135759;Xooglers Launch rentBits Vertical Search Engine for Rentals;1
 135815;WordPress is 100% open source;1
 135965;MPAA chief: Net neutrality just a 'clever name';1
 136202;CVM JIT Constant Pool Dumps;1
 135806;Mozilla Expands Prism Desktop Effort;1
 135904;Global Or Die: Is There A Future For Local Startups?;4
 135931;2007 a bumper year for tech exits, reality bites in 2008;10
 136091;Ask YC: Geolocation by IP Address API/Service?;21
 136130;Wireless neckband allows first voiceless phone call;4
 135844;Sprouts;4
 135845;Rules of Communication: Not Trying To Be Rude;2
 135861;Favorite Social Media Wiki;1
 135925;A glimpse inside Google's secret sauce;2
 136070;Hedge fund manager open-sources trading strategy;11
 136151;How Google Earth Ate Our Town;3
 136300;JSON is YAML;5
 136314;MySpace Opens Up The OpenSocial Spigot;3
 136364;Why Are Continuations So Confusing, and What Do They Really Do?;19
 136429;Alexa indexes pages they should not;2
 135760;IBM sees decline in number of U.S IT pros, boom in China;2
 135851;Voiceless Phone Calls;2
 136020;Coordinatr: Elegant Solution For Event Planning;8
 135772;Common Questions when Adopting Test Driven Development;2
 135831;Anatomy of a failed Agile adoption;2
 135938;The Highly Extensible CSS interface;2
 135986;Yahoo Embraces The Semantic Web - Expect The Internet To Organize Itself In A Hurry;55
 135987;Hooker/Singer Alexandra Dupre loses a client, wins fans;1
 136000;Coordinatr Launches;1
 136018;Security guide to customs-proofing your laptop;2
 136019;An Open Letter to My Software;1
 136089;HOWTO recover deleted files on an ext3 file system;7
 135774;Apple Manager Writes "Managing Humans" to Help Techies;3
 135889;Don't Miss: Pi Day;1
 135890;Business Lessons From Blue Man: The Why To Guide;2
 136542;The Frontal Cortex : How To Think Under Pressure;3
 136701;Casino insider tells (almost) all about security;17
 136721;And Nerds Became Queens: Yahoo and Smart Searches;1
 135939;Google Solution for Ad Serving;1
 136098;Ask YC: I need a world-friendly bank;14
 136099;Harvard Says Hacker Broke Into System;1
 136101;Electronic Arts in Vice City ready to carjack Take-Two's rides;1
 135990;OLPC alternative in Brazil ;1
 136039;Searching as a Team;1
 136113;Ask HN: Does anyone know of am open source flash mp3 player?;4
 136184;User With a Tattoo of Your Logo? Check.;5
 136220;American comp - sci deficit, Bill Gates testifies before House Committee;3
 136293;Hidden Secrets of the Amazon Shopping Cart;2
 136297;Investing in undervalued human capital: the Y Combinator model;5
 135944;Ask YC: Development-wise, what do you do that's unconventional and why?;34
 135993;Tangible display makes 3D images touchable;1
 135995;Ask YC:  Why is Synaesthete interesting?  Is any bizarre combination of concepts interesting?;1
 136041;Developers Copyright ;2
 136024;Video Road Hogs Stir Fear of Internet Traffic Jam;1
 136114;Ricardo Semler and agile/lean principles - (37signals);2
 136216;Another Way To Virtually Explore A New Neighborhood: MapJack.com;2
 136294;Daylight Savings Time and JavaScript;2
 136075;The Magical Power of Focus;1
 136234;AI researchers think 'Rascals' can pass Turing test;5
 136270;OpenDNS is hijacking Google requests (For what they claim is a good reason);67
 136278;The story of Jan Schon, the Bell Labs physicist who turned out to be a total fraud;2
 136284;AppleScript Language Guide: Updated to AppleScript 2.0 / OS X 10.5;1
 136285;Apple Dev Connection releases RoR & OS X 10.5 tutorial;1
 136287;A Flickr-based Introduction to Ruby on Rails 2.0;1
 136288;NVidia CUDA on Mac OS X;1
 136289;Updated YouTube Data API;1
 136290;Instant.js;1
 136292;Heart device found vulnerable to hacker attacks;2
 136307;And Nerds Became Kings: Yahoo! to Announce Semantic Web Support;6
 136586;Are hacking skills completely necessary to be successful these days?;2
 136618;Working hard or hardly working? VC-backed startups vs. Bootstraps;40
 136781;Why your team needs a coding style;1
 136922;Your iPod May Come With Something Extra: A Virus;1
 136142;Silicon Valley Star Starts Up New Kind of Social Network;6
 136210;Fotoblur public beta launches;2
 136398;Top Small Workplaces 2007;1
 136095;The World's Most Dangerous Geek ;37
 136096;Defending the Problem;1
 136112;Apple patents reveal Apple TV DVR plan?;3
 136280;Debian Linux cluster beats SGI supercomputer in tsunami warnings;5
 136345;Google Sky;1
 136371;IPhone 2.0 Firmware Jailbroken Already;2
 136388;Agile / Lean OR Common Sense and Permission To Change?;1
 136389;Reading, Writing ... And Engineering;1
 136103;In search of the killer iPhone app;5
 136218;Graffiti art to boost your inspiration;1
 136230;“A Listers" Are Beta Junkies;1
 136295;Harvard student database hacked, posted on BitTorrent;10
 136175;Even The Devil Needs a Little Online Reputation Management;1
 136265;Hot New Domaining Trend: Backwording;3
 136513;StartupCamp Toronto 2 - Tuesday, April 29th;6
 136665;Jack of all, master of none;1
 136676;Hair Extension | Hair Replacement | HAIR & COMPOUNDS, INC;1
 136739;Justin.TV Teams With Qik For Live Mobile Streaming;24
 136767;Yahoo land Switzerland for their sweet spot;1
 136237;Tech’s Late Adopters Prefer the Tried and True ;1
 136406;Why Dont We Invent It Tomorrow?;1
 136435;There's Plenty of Room at the Bottom;5
 136454;Google Sky in your web browser;1
 136574;Happy Pi Day! ;29
 136306;How HP researchers studied Digg.com to determine how you can make the front page;2
 136379;Pluto and back, in less than a year;3
 136460;Do or DO;2
 136627;Botnet malware defense;1
 136760;Let this rapper teach you seo and marketing.;1
 150979;How WolframTones Works;13
 136206;Pitching Guy Kawasaki in an elevator;6
 136459;Ask YC: What do you think about our hug-or-ditch network?;5
 136562;Create RSS Job Feeds from Job Searches;1
 136590;Microsoft proposes new members for Yahoo's board;2
 136600;ScanEagle: Boeing Biological Detection System Tests;1
 136615;Linux powers "mash-up platform" for phones;1
 136759;EU taxpayers to fund $306m Google rival. No wonder the Yanks think we’re dumb.;27
 136200;A Congressman who can code;5
 136235;New sales program pays Facebook members;2
 136245;Gates: Next decade will bring huge software advances;7
 136246;Wanted: Clever Cellphone Developers;2
 136269;See what you did to the world;1
 136427;First Video of Hacked iPhone 2.0 In Action;1
 136430;10 Killer Internet Companies That Want To Pay You to Write;3
 136666;JavaScript: Search and don't replace;26
 136180;The Famous 2001 Article Outlining Tim Berners-Lee's Vision for the Semantic Web;1
 136324;Can an ISP Crackdown Stop Pirates? ;1
 136385;The Google Way: Give Engineers Room;2
 136378;The Haunted Door - Would you have figured it out?;3
 136383;How to Fly Without ID and Skip Lines;3
 136326;The Internet Will End in 30 Years!;9
 136331;It's tradition in the Game industry to write a "Postmortem" after launch, telling your launch story.;10
 136415;Time to Twitter;4
 136544;HiPhone;2
 136320;Tips For Shopping at an Electronics Retail Store ;1
 136702;The Secret China-U.S. Hacking War;1
 136332;Is Rails the Right Technology For Your Start-up?;1
 136457;Why risk is important;9
 136532;PBWiki Gets An Overhaul;3
 136637;Microsoft and Yahoo met to discuss merger;1
 136730;Software "hiccup" undermines trip past Saturn moon;1
 136836;Story Writing Is Fun;1
 136599;New Driving Simulation Laboratory at University at Buffalo;1
 136774;You know, there is a much easier way;8
 137025;Why We're Powerless To Resist Grazing On Endless Web Data;6
 137137;Facebook To Launch Instant Messaging Service;5
 136334;How to Make Your Corporate Blog More Popular;2
 136381;Ask YC: Supply & Demand for Startups;6
 136515;Navy prefers open systems;8
 136529;Reznor's one-week take for 'Ghosts': $1.6 million;2
 136536; Ten things you don’t know about the Milky Way Galaxy;7
 136538;Strategy Game Programming;3
 136349; Google may be displaced, says World Wide Web creator Tim Berners-Lee;2
 136583;TipJoy Wordpress Plugin featured on WeblogToolsCollection.com;1
 136667;High Wire Act;2
 136669;The night the IETF turned off IPv4;4
 136693;Google Sky launches;40
 136723;Microsoft Pitches Merger Vision To Yahoo at Meeting;3
 136731;5 ways to fail at IT training;2
 136834;A Masterclass With The Adventure Capitalist;1
 136414;Peter Thiel's Optimistic Thought Experiment:  Trading in a world that might end;12
 136452;Celebrate pi day: Learn hundreds of digits of pi at lightning speed, software open-sourced;2
 136629;Nerve-Tapping Neckband Translates Thought to Speech;1
 136413;Craig Venter: Joining 3.5 Billion Years of Microbial Invention [mp3];4
 136512;Neckband used in "telepathic" chat;4
 136547;Define life;1
 136553;Ask YC: Is Internet Slowing down?;7
 136609;Possible vulnerability in TrueCrypt 5.1;1
 136660;Fundamental limits to virtual reality;4
 136674;Mocking a Python standard library;1
 136795;Garmin's King of GPS, but With Sinking Profit and Weak Economy, What's Next?;1
 136509;Scientists identify new longevity genes;4
 136549;Major product upgrades - is your current version good enough?;2
 136568;AOL + Bebo = Still No Market Differentiation;1
 136717;The Smart Goggles that could make lost keys, mobile phones or iPod a thing of the past;3
 136732;Blog Fight! WordPress and Movable Type Square Off;3
 136754;Google Exec. thinks high of Android. ;1
 136837;If you applied to startup school, please put the same email in your profile;42
 136613;The six hats of project management;1
 136638;Geeks and Gangsters have the same personality traits.;2
 136639;17 Tips For Getting Bloggers To Write About You ;7
 136688;Who Might Be Spying on Your Communications? (Hint -- It's Not Just the NSA);6
 136715;The Mystery of b := (b = false);2
 136749;Google Sky Rises Above Google Earth;1
 136859;Top 10 Secure Coding Practices;22
 151790;Demystifying Clouds;1
 136412;Clouds forming over Silicon Valley?  Funding may slow down.;2
 136588;Rocket lifts off with secret satellite;1
 136653;Secrets of Pixar's inner circle;5
 136654;[video] Bay Area Girl Geek Dinner Panel;1
 136655;Inside Google's European HQ;12
 136736;Drawing Lines;23
 136763;So far, Microsoft has many formers to take over Yahoo board;1
 136912;Why you probably do not want Java on the iPhone;1
 136923;How To Make Money Online;1
 136925;Best Internet Games;1
 136461;A More Satisfying Programming Experience;2
 136650;Breaking Google Captchas for $3 a Day;6
 136651;Who vacuums at 12:31 am?;1
 136864;I’ve Acquired ReadBurner: Attention Data is the Future of Social News;4
 136438;Seed round investment outside of the US?;4
 136602;Yahoo to Begin Indexing Microformats;1
 136604;Climate Change Threatens U.S. Roadways;1
 136712; Fengtek Releases Motherboard Designed Using Feng Shui Principles;2
 136742;Providing savings accounts to Indian sex workers might reduce spread of HIV;8
 136788;Buy an iPod, get a free virus.;4
 137001;The Coming Exodus;7
 136556;Drag and drop programming environment;1
